gene_id_human	gene_name_human	mean_tpm_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse	baseMean	log2FoldChange	lfcSE	padj	sig
ENSG00000197921	HES5	101.62087365609786	ENSMUSG00000048001	Hes5	0.0	42.46306275133129	9.22048836145186	1.28830744733884	1.7075935217717098e-12	sig
ENSG00000069812	HES2	30.3222659359704	ENSMUSG00000028940	Hes2	11.737072389258254	19.474793077317603	1.49363984111611	0.690206521015174	0.0392363286763781	not sig
ENSG00000009709	PAX7	240.23958114551053	ENSMUSG00000028736	Pax7	8.37221096853734	105.367705913806	4.965286576111651	0.503225436032589	1.56174079798653e-22	sig
ENSG00000007968	E2F2	582.324385613543	ENSMUSG00000018983	E2f2	737.4783035328245	671.003203417142	-0.234383602366978	0.123639587021238	0.0727450975877544	not sig
ENSG00000020633	RUNX3	32.9676464200179	ENSMUSG00000070691	Runx3	41.45226341656683	37.7999218611619	-0.22494537761379202	0.45736705141299	0.6626579860505871	not sig
ENSG00000162419	GMEB1	1729.618382689825	ENSMUSG00000028901	Gmeb1	3377.2940746416534	2681.47776088542	-0.857589574665232	0.0688463402290553	4.539583864587029e-35	not sig
ENSG00000116478	HDAC1	5629.55835075722	ENSMUSG00000028800	Hdac1	16629.316833813267	11998.4977947229	-1.45429954207396	0.0498248834044406	4.678143038437289e-186	sig
ENSG00000188786	MTF1	1135.001378271415	ENSMUSG00000028890	Mtf1	2381.2585475231035	1855.3062399753799	-0.9603491773293531	0.0885364973926521	6.136258060374e-27	not sig
ENSG00000066136	NFYC	2058.417512015615	ENSMUSG00000032897	Nfyc	3476.789418480123	2875.70258280075	-0.647689003185933	0.090117103887468	1.37291285986965e-12	not sig
ENSG00000198815	FOXJ3	3621.46710993904	ENSMUSG00000032998	Foxj3	4155.833914632321	3921.96414191257	-0.0896248452361047	0.0626473294644826	0.18292074675003397	not sig
ENSG00000164011	ZNF691	672.3512251984396	ENSMUSG00000045268	Zfp691	348.1957073856693	482.498816653527	1.0602668589259199	0.137192892925777	2.37918994321638e-14	sig
ENSG00000142700	DMRTA2	6.251593640650714	ENSMUSG00000047143	Dmrta2	64.88895265459253	40.2575129805819	-3.2411299178849	0.6001461779777629	1.1667579698129301e-07	sig
ENSG00000174332	GLIS1	11.84777009863	ENSMUSG00000034762	Glis1	20.386267535628033	16.7706292243235	-0.6736091194010861	0.6612212659710749	0.353173196791753	not sig
ENSG00000162613	FUBP1	11988.9208971152	ENSMUSG00000028034	Fubp1	22147.9189985414	17850.5433962223	-0.7773828995304599	0.0678432920686366	6.773393775822299e-30	not sig
ENSG00000137947	GTF2B	868.8476880051145	ENSMUSG00000028271	Gtf2b	1876.2375825957233	1451.24475551428	-1.00246772777049	0.0835180350989988	1.15346804600374e-32	sig
ENSG00000162676	GFI1	11.66091337555552	ENSMUSG00000029275	Gfi1	4.6590241684352405	7.59225959701927	1.40465568648157	1.13685461530739	0.25406749960917	not sig
ENSG00000092607	TBX15	457.73594285485296	ENSMUSG00000027868	Tbx15	107.31970259083808	253.37958647626598	2.20866554302791	0.24602913956827802	6.819297458804579e-19	sig
ENSG00000143067	ZNF697	1621.55196541045	ENSMUSG00000050064	Zfp697	31.791915451933267	694.5291931952349	5.76297582236261	0.19656588396509603	1.0544363464961296e-187	sig
ENSG00000143437	ARNT	2412.285031258945	ENSMUSG00000015522	Arnt	7512.233705514326	5366.500618581839	-1.53048222930255	0.0941316055328557	9.93458066568535e-59	sig
ENSG00000143379	SETDB1	2364.07923933866	ENSMUSG00000015697	Setdb1	11101.716602454266	7428.40042031157	-2.12254649758307	0.0548354789623874	0.0	sig
ENSG00000160685	ZBTB7B	1199.64529254374	ENSMUSG00000028042	Zbtb7b	2447.979635851337	1920.78653744802	-0.91958406036285	0.0847242272553218	5.69252542454881e-27	not sig
ENSG00000171786	NHLH1	97.3843737220956	ENSMUSG00000051251	Nhlh1	0.7498931984333734	41.217343784966396	7.288058391328749	1.21181122240473	3.37301751730332e-09	sig
ENSG00000143257	NR1I3	32.8742180584806	ENSMUSG00000005677	Nr1i3	2.0295485707264533	14.8946624341477	4.03431648906501	1.07582534728239	0.000265812324438731	sig
ENSG00000118217	ATF6	2383.64873178638	ENSMUSG00000026663	Atf6	3534.944943123923	3046.4688932884196	-0.459957553005945	0.100727378798212	8.0404706033527e-06	not sig
ENSG00000143171	RXRG	71.9986111057015	ENSMUSG00000015843	Rxrg	1.4997863968667469	30.8232725956457	5.815922660585589	1.04252071710026	4.33430449967416e-08	sig
ENSG00000143190	POU2F1	5874.570884923475	ENSMUSG00000026565	Pou2f1	6057.837003133766	5964.602384771601	0.0640541535138735	0.0769587419726731	0.45264486308174995	not sig
ENSG00000143178	TBX19	50.69329671314961	ENSMUSG00000026572	Tbx19	0.0	21.1789301618462	8.21697136520958	1.3762997401974602	4.39823668311004e-09	sig
ENSG00000116833	NR5A2	1136.19081656613	ENSMUSG00000026398	Nr5a2	8843.017838217653	5605.368358447829	-2.8499339353747004	0.0733106115528226	0.0	sig
ENSG00000162702	ZNF281	7947.272397697239	ENSMUSG00000041483	Zfp281	8932.64272883844	8496.90626176611	-0.0602196637024887	0.068802503550696	0.42919763544774703	not sig
ENSG00000117595	IRF6	261.49605337942796	ENSMUSG00000026638	Irf6	436.23813299817135	362.289942455637	-0.6298973731095779	0.18387693434142102	0.0008969965272073339	not sig
ENSG00000162772	ATF3	689.8188835084105	ENSMUSG00000026628	Atf3	294.90357908239935	458.886670792214	1.33432475130255	0.14157795234562398	1.11236602513674e-20	sig
ENSG00000123685	BATF3	56.2183379110431	ENSMUSG00000026630	Batf3	5.585504758155181	26.680455184142605	3.39745151769182	0.6711156702338879	7.0502741215198e-07	sig
ENSG00000117707	PROX1	385.197636029469	ENSMUSG00000010175	Prox1	61.14431673848637	196.342512424244	2.77474103804986	0.305797113136956	2.84833059002326e-19	sig
ENSG00000136630	HLX	29.291716655239398	ENSMUSG00000039377	Hlx	9.059203755070426	17.474605267748498	1.8092734448519499	0.7552765580669829	0.021848274583653998	not sig
ENSG00000185155	MIXL1	3142.9925027976196	ENSMUSG00000026497	Mixl1	19.9109241498655	1323.79457954254	7.43851111273857	0.235035424978327	1.7047087759173193e-218	sig
